row_id,food_category,food_department,food_family,store_sales(in millions),store_cost(in millions),unit_sales(in millions),promotion_name,sales_country,marital_status,gender,total_children,education,member_card,occupation,houseowner,avg_cars_at home(approx),avg. yearly_income,num_children_at_home,avg_cars_at home(approx).1,brand_name,SRP,gross_weight,net_weight,recyclable_package,low_fat,units_per_case,store_type,store_city,store_state,store_sqft,grocery_sqft,frozen_sqft,meat_sqft,coffee_bar,video_store,salad_bar,prepared_food,florist,media_type,cost
30468,Meat,Deli,Food,5.9,2.36,2,Price Destroyers,Mexico,M,F,5,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,5,0,Cutting Edge,2.95,11.2,9.19,0,1,29,Mid-Size Grocery,Hidalgo,Zacatecas,38382,30351,4819,3213,0,0,0,0,0,"Sunday Paper, Radio",139.25
30469,Beer and Wine,Alcoholic Beverages,Drink,11.36,4.7712,4,Dollar Days,USA,M,M,2,Partial High School,Bronze,Skilled Manual,N,4,$30K - $50K,2,4,Walrus,2.84,19.4,17.3,1,0,6,Supermarket,Los Angeles,CA,23598,14210,5633,3755,0,0,0,0,1,Sunday Paper,143.04
30470,Seafood,Seafood,Food,8.37,3.6828,3,Wallet Savers,Mexico,M,M,5,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,1,2,Amigo,2.79,7.92,6.92,0,1,9,Supermarket,Orizaba,Veracruz,34791,26354,5062,3375,0,0,1,1,0,TV,62.12
30471,Dairy,Dairy,Drink,1.83,0.7137,3,Price Slashers,Mexico,S,F,5,Partial High School,Normal,Manual,Y,2,$10K - $30K,0,2,Club,0.61,20.1,18.1,0,0,33,Supermarket,Acapulco,Guerrero,23593,17475,3671,2447,0,0,0,0,0,Street Handout,52.97
30472,Baking Goods,Baking Goods,Food,4.26,1.7892,3,Save-It Sale,USA,M,M,0,Partial High School,Bronze,Professional,Y,4,$110K - $130K,0,4,Super,1.42,8.25,7.25,1,0,35,Supermarket,Los Angeles,CA,23598,14210,5633,3755,0,0,0,0,1,Daily Paper,81.79
30473,Magazines,Periodicals,Non-Consumable,3.44,1.4792,4,One Day Sale,USA,M,M,3,Partial High School,Bronze,Skilled Manual,Y,1,$10K - $30K,3,1,Dollar,0.86,19.1,18.1,1,0,7,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,In-Store Coupon,93.07
30474,Dairy,Dairy,Food,6.88,2.8896,4,Two Day Sale,USA,S,F,1,Graduate Degree,Silver,Professional,Y,3,$150K +,0,3,Booker,1.72,6.75,4.75,1,1,13,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,Daily Paper,103.65
30475,Jams and Jellies,Baking Goods,Food,14.48,5.3576,4,Weekend Markdown,USA,S,F,2,Bachelors Degree,Bronze,Professional,N,2,$50K - $70K,0,2,Super,3.62,18.7,17.7,1,1,6,Supermarket,Los Angeles,CA,23598,14210,5633,3755,0,0,0,0,1,Street Handout,53.37
30476,Snack Foods,Snack Foods,Food,3.44,1.1696,4,Super Duper Savers,USA,M,F,5,High School Degree,Silver,Professional,Y,3,$130K - $150K,5,3,Best Choice,0.86,14.7,12.6,1,1,26,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,Daily Paper,100.91
30477,Beer and Wine,Alcoholic Beverages,Drink,7.77,3.885,3,Super Duper Savers,Canada,S,F,2,Bachelors Degree,Silver,Professional,Y,2,$150K +,0,2,Walrus,2.59,17.6,15.6,0,0,31,Deluxe Supermarket,Vancouver,BC,23112,16418,4016,2678,1,1,1,1,1,"Daily Paper, Radio",60.87
30478,Electrical,Household,Non-Consumable,7.66,2.4512,2,Tip Top Savings,USA,M,F,5,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,5,3,Denny,3.83,14,12,1,0,35,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,Street Handout,142.58
30479,Canned Soup,Canned Foods,Food,3.6,1.8,4,Bye Bye Baby,USA,S,F,3,Partial High School,Bronze,Professional,Y,2,$130K - $150K,0,2,Pleasant,0.9,14,12,1,1,33,Gourmet Supermarket,Beverly Hills,CA,23688,15337,5011,3340,1,1,1,1,1,"Daily Paper, Radio, TV",58.16
30480,Baking Goods,Baking Goods,Food,4.8,1.68,3,Best Savings,Mexico,M,M,0,High School Degree,Golden,Skilled Manual,Y,2,$30K - $50K,0,2,Super,1.6,10.6,8.6,0,0,5,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,Radio,53.29
30481,Carbonated Beverages,Beverages,Drink,4.6,1.886,4,Dollar Cutters,USA,M,F,2,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,1,1,Washington,1.15,15.8,13.8,0,0,14,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,"Sunday Paper, Radio",136.74
30482,Cold Remedies,Health and Hygiene,Non-Consumable,1.34,0.4288,2,Saving Days,Mexico,M,F,1,Bachelors Degree,Bronze,Management,Y,2,$50K - $70K,1,2,Steady,0.67,19.2,17.2,1,0,26,Small Grocery,Guadalajara,Jalisco,24597,15012,5751,3834,1,0,0,0,0,Cash Register Handout,86.74
30483,Pain Relievers,Health and Hygiene,Non-Consumable,11.73,3.9882,3,Sale Winners,USA,S,F,4,High School Degree,Bronze,Professional,Y,3,$110K - $130K,0,3,Consolidated,3.91,13,11,1,0,1,Supermarket,Los Angeles,CA,23598,14210,5633,3755,0,0,0,0,1,In-Store Coupon,147.35
30484,Vegetables,Frozen Foods,Food,5.16,2.1672,3,Big Time Discounts,Mexico,M,F,3,Partial High School,Golden,Professional,Y,3,$70K - $90K,3,3,Imagine,1.72,17.7,15.7,1,1,4,Deluxe Supermarket,Hidalgo,Zacatecas,30584,21938,5188,3458,1,1,1,1,1,Street Handout,62.74
30485,Snack Foods,Snack Foods,Food,1.46,0.6278,1,One Day Sale,USA,M,F,1,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0,2,Fort West,1.46,18.3,16.2,1,1,24,Small Grocery,Bellingham,WA,28206,22271,3561,2374,1,0,0,0,0,Street Handout,95.15
30486,Snack Foods,Snack Foods,Food,10.04,3.8152,4,Price Slashers,USA,S,M,4,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,1,Nationeel,2.51,9.31,6.31,0,1,7,Supermarket,Bremerton,WA,39696,24390,9184,6122,0,0,1,1,0,"Sunday Paper, Radio, TV",86.21
30487,Canned Oysters,Canned Foods,Food,7.29,2.7702,3,Two Day Sale,Mexico,M,M,3,Bachelors Degree,Silver,Management,Y,1,$50K - $70K,0,1,Pleasant,2.43,8.46,7.46,0,0,30,Mid-Size Grocery,Hidalgo,Zacatecas,38382,30351,4819,3213,0,0,0,0,0,Radio,94.79
30488,Bread,Baked Goods,Food,1.59,0.7155,3,Green Light Days,USA,M,M,3,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,2,4,Sphinx,0.53,8.16,6.15,1,1,33,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Cash Register Handout,139.19
30489,Fruit,Produce,Food,5.7,2.109,3,Free For All,USA,S,F,1,High School Degree,Bronze,Manual,N,2,$30K - $50K,0,2,Tell Tale,1.9,20.9,18.8,1,0,8,Supermarket,Bremerton,WA,39696,24390,9184,6122,0,0,1,1,0,Radio,140.9
30490,Cleaning Supplies,Household,Non-Consumable,7.68,3.2256,4,Price Winners,Mexico,S,F,4,Bachelors Degree,Bronze,Management,N,3,$70K - $90K,0,3,Cormorant,1.92,19.6,16.6,0,0,36,Mid-Size Grocery,Hidalgo,Zacatecas,38382,30351,4819,3213,0,0,0,0,0,Radio,91.58
30491,Pizza,Frozen Foods,Food,11.19,3.6927,3,Free For All,USA,M,F,4,Bachelors Degree,Bronze,Professional,Y,2,$70K - $90K,1,2,Carrington,3.73,18.5,15.5,0,0,5,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,"Sunday Paper, Radio",126.24
30492,Bread,Baked Goods,Food,8.79,2.8128,3,Price Savers,USA,S,M,5,Bachelors Degree,Bronze,Management,N,2,$50K - $70K,0,2,Sphinx,2.93,18.9,16.8,1,0,31,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,"Sunday Paper, Radio",80.29
30493,Dairy,Dairy,Food,4.98,2.241,3,Mystery Sale,USA,S,M,4,Bachelors Degree,Bronze,Professional,Y,3,$130K - $150K,0,3,Booker,1.66,21.6,18.6,1,0,30,Gourmet Supermarket,Beverly Hills,CA,23688,15337,5011,3340,1,1,1,1,1,"Daily Paper, Radio",68.84
30494,Bread,Baked Goods,Food,2.12,1.06,4,Price Savers,USA,M,F,3,Bachelors Degree,Golden,Professional,Y,3,$50K - $70K,3,3,Sphinx,0.53,8.16,6.15,1,1,33,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,Street Handout,115.13
30495,Frozen Desserts,Frozen Foods,Food,2.96,1.48,4,Price Slashers,USA,S,F,1,Partial High School,Silver,Professional,Y,3,$150K +,0,3,PigTail,0.74,16.5,14.5,0,1,5,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,"Sunday Paper, Radio, TV",54.11
30496,Dairy,Dairy,Food,1.88,0.6392,2,One Day Sale,Mexico,S,F,2,Partial High School,Bronze,Skilled Manual,N,3,$30K - $50K,0,3,Booker,0.94,8.42,5.42,1,0,25,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,TV,68.91
30497,Seafood,Seafood,Food,8.88,3.2856,3,Saving Days,USA,M,F,1,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0,2,Amigo,2.96,21.4,18.3,1,0,23,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,"Daily Paper, Radio",118.36
30498,Bread,Baked Goods,Food,7.5,2.475,5,Money Savers,Canada,S,F,2,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,1,Fantastic,1.5,7.94,4.94,1,0,28,Deluxe Supermarket,Vancouver,BC,23112,16418,4016,2678,1,1,1,1,1,Sunday Paper,107.2
30499,Eggs,Eggs,Food,4.7,2.256,2,Price Winners,Mexico,M,F,0,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,0,4,Urban,2.35,19.3,17.2,1,1,35,Gourmet Supermarket,Camacho,Zacatecas,23759,16844,4149,2766,1,0,1,1,1,"Sunday Paper, Radio, TV",147.18
30500,Frozen Desserts,Frozen Foods,Food,3.66,1.647,3,Two Day Sale,USA,M,M,2,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,1,2,PigTail,1.22,12.6,10.6,0,1,23,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,Radio,91.28
30501,Baking Goods,Baking Goods,Food,4.17,1.6263,3,Free For All,USA,S,M,4,Bachelors Degree,Bronze,Professional,Y,3,$50K - $70K,0,3,CDR,1.39,8.7,7.69,0,0,8,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,In-Store Coupon,109.06
30502,Meat,Deli,Food,4.59,2.1114,3,Price Winners,USA,M,M,1,Partial High School,Normal,Manual,Y,0,$10K - $30K,1,0,Lake,1.53,12.3,11.3,0,1,26,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,"Daily Paper, Radio",114.6
30503,Eggs,Eggs,Food,7.68,2.7648,2,One Day Sale,USA,S,M,1,Partial High School,Normal,Manual,Y,0,$10K - $30K,0,0,Jumbo,3.84,21.9,18.8,0,1,29,Gourmet Supermarket,Beverly Hills,CA,23688,15337,5011,3340,1,1,1,1,1,"Daily Paper, Radio, TV",85.88
30504,Meat,Deli,Food,11.76,3.8808,3,Bag Stuffers,USA,M,M,1,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,1,1,Lake,3.92,19.4,16.3,1,1,17,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,Product Attachment,82.62
30505,Paper Products,Household,Non-Consumable,6.8,2.992,4,Price Winners,Mexico,M,M,1,Partial High School,Normal,Manual,Y,1,$10K - $30K,1,1,Cormorant,1.7,18.1,16.1,0,0,4,Supermarket,Acapulco,Guerrero,23593,17475,3671,2447,0,0,0,0,0,Sunday Paper,112.19
30506,Beer and Wine,Alcoholic Beverages,Drink,7.11,3.0573,3,Shelf Clearing Days,USA,S,F,3,High School Degree,Bronze,Professional,Y,4,$130K - $150K,0,4,Good,2.37,12,9,1,0,31,Supermarket,Bremerton,WA,39696,24390,9184,6122,0,0,1,1,0,Sunday Paper,106.1
30507,Jams and Jellies,Baking Goods,Food,10.86,4.6698,3,Two for One,USA,S,M,1,Graduate Degree,Bronze,Management,Y,3,$90K - $110K,0,3,Super,3.62,18.7,17.7,1,1,6,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,Product Attachment,59.83
30508,Paper Products,Household,Non-Consumable,7.12,2.7056,4,Shelf Emptiers,Mexico,S,M,0,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,1,Sunset,1.78,11.6,10.6,1,0,31,Gourmet Supermarket,Camacho,Zacatecas,23759,16844,4149,2766,1,0,1,1,1,"Daily Paper, Radio",147.82
30509,Snack Foods,Snack Foods,Food,2.64,1.188,2,Price Savers,USA,M,M,3,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,3,2,Horatio,1.32,14.2,12.1,0,1,35,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,"Sunday Paper, Radio",111.7
30510,Canned Soup,Canned Foods,Food,2.34,0.819,3,Price Savers,USA,S,M,2,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,1,Better,0.78,9,8,1,0,26,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Product Attachment,62.27
30511,Kitchen Products,Household,Non-Consumable,15.24,7.62,4,Price Slashers,Canada,M,M,5,High School Degree,Golden,Professional,Y,3,$150K +,3,3,Denny,3.81,20.6,18.6,1,0,26,Deluxe Supermarket,Vancouver,BC,23112,16418,4016,2678,1,1,1,1,1,"Sunday Paper, Radio, TV",77.24
30512,Canned Soup,Canned Foods,Food,1.89,0.756,3,Big Promo,USA,M,F,4,High School Degree,Golden,Professional,Y,3,$150K +,3,3,Better,0.63,16,13,1,1,6,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,Radio,98.52
30513,Jams and Jellies,Baking Goods,Food,4.77,1.5741,3,Green Light Days,Mexico,S,F,3,Graduate Degree,Golden,Professional,Y,3,$110K - $130K,0,3,BBB Best,1.59,12.2,10.1,0,0,3,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,Sunday Paper,92.57
30514,Candy,Snacks,Food,9.42,3.4854,3,Two Day Sale,Mexico,S,M,0,Partial High School,Normal,Manual,Y,0,$10K - $30K,0,0,Musial,3.14,10.3,7.3,0,0,15,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,Product Attachment,76.88
30515,Canned Soup,Canned Foods,Food,7.65,2.754,3,Go For It,USA,M,F,1,High School Degree,Silver,Manual,Y,1,$30K - $50K,1,1,Bravo,2.55,17.2,14.2,0,1,15,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,"Daily Paper, Radio",67.01
30516,Snack Foods,Snack Foods,Food,7.23,3.1089,3,Weekend Markdown,USA,M,M,4,Graduate Degree,Golden,Professional,Y,3,$70K - $90K,3,3,Fort West,2.41,9.79,8.78,1,1,19,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Daily Paper,140.57
30517,Snack Foods,Snack Foods,Food,4.05,1.9035,3,Free For All,USA,M,M,0,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,1,Horatio,1.35,16.4,14.3,1,0,6,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,"Sunday Paper, Radio",126.24
30518,Kitchen Products,Household,Non-Consumable,2.81,1.3207,1,Green Light Special,USA,S,M,1,High School Degree,Bronze,Manual,Y,2,$30K - $50K,0,2,High Quality,2.81,20.7,19.7,1,0,17,Small Grocery,San Francisco,CA,22478,15321,4294,2863,1,0,0,0,0,Cash Register Handout,127.19
30519,Eggs,Eggs,Food,5.94,2.9106,2,Big Promo,USA,M,F,2,Partial High School,Normal,Manual,Y,1,$10K - $30K,2,1,Jumbo,2.97,7.62,5.61,1,0,3,Small Grocery,Bellingham,WA,28206,22271,3561,2374,1,0,0,0,0,"Sunday Paper, Radio, TV",70.98
30520,Electrical,Household,Non-Consumable,7.65,2.8305,3,Price Cutters,Canada,S,M,1,Bachelors Degree,Silver,Professional,N,1,$70K - $90K,0,1,Cormorant,2.55,6.32,5.32,1,0,5,Deluxe Supermarket,Vancouver,BC,23112,16418,4016,2678,1,1,1,1,1,Cash Register Handout,122.77
30521,Canned Sardines,Canned Foods,Food,5.61,2.1879,3,Coupon Spectacular,Mexico,M,M,1,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,1,2,Pleasant,1.87,13.2,11.1,1,1,29,Mid-Size Grocery,Mexico City,DF,36509,22450,8435,5624,0,0,0,0,0,In-Store Coupon,125.83
30522,Carbonated Beverages,Beverages,Drink,5.16,2.1672,4,Save-It Sale,USA,M,M,0,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,0,2,Token,1.29,6.73,4.73,0,0,9,Supermarket,Bremerton,WA,39696,24390,9184,6122,0,0,1,1,0,"Daily Paper, Radio",64.84
30523,Jams and Jellies,Baking Goods,Food,3.96,1.6236,2,Pick Your Savings,Mexico,M,F,1,High School Degree,Normal,Manual,Y,3,$30K - $50K,0,3,Plato,1.98,19.9,17.8,0,0,24,Deluxe Supermarket,Hidalgo,Zacatecas,30584,21938,5188,3458,1,1,1,1,1,"Sunday Paper, Radio, TV",141.38
30524,Bread,Baked Goods,Food,7.56,2.5704,3,Price Destroyers,USA,M,M,1,High School Degree,Bronze,Manual,N,2,$30K - $50K,0,2,Fantastic,2.52,21.4,18.3,1,1,4,Supermarket,Los Angeles,CA,23598,14210,5633,3755,0,0,0,0,1,TV,135.92
30525,Carbonated Beverages,Beverages,Drink,1.31,0.5371,1,Two for One,Mexico,M,F,2,Partial College,Bronze,Manual,Y,2,$30K - $50K,1,2,Excellent,1.31,7.28,5.28,1,0,22,Small Grocery,Guadalajara,Jalisco,24597,15012,5751,3834,1,0,0,0,0,"Sunday Paper, Radio",119.35
30526,Breakfast Foods,Breakfast Foods,Food,7.05,2.4675,3,Green Light Special,USA,S,M,3,Bachelors Degree,Bronze,Management,N,3,$70K - $90K,0,3,Johnson,2.35,21.2,19.2,0,1,6,Supermarket,Bremerton,WA,39696,24390,9184,6122,0,0,1,1,0,In-Store Coupon,123.02
30527,Cold Remedies,Health and Hygiene,Non-Consumable,2.19,0.9636,3,Weekend Markdown,USA,S,M,2,Bachelors Degree,Silver,Professional,N,2,$90K - $110K,0,2,Hilltop,0.73,12.9,9.89,1,0,6,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Street Handout,117.4
30528,Bread,Baked Goods,Food,6.6,2.904,4,Price Winners,USA,M,F,4,High School Degree,Bronze,Professional,Y,1,$110K - $130K,1,1,Modell,1.65,15.3,14.3,0,1,16,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,In-Store Coupon,94.63
30529,Snack Foods,Snack Foods,Food,10.92,5.3508,4,Weekend Markdown,USA,M,M,1,High School Degree,Bronze,Manual,N,1,$30K - $50K,1,1,Nationeel,2.73,9.7,8.69,0,0,29,Supermarket,Los Angeles,CA,23598,14210,5633,3755,0,0,0,0,1,Street Handout,53.37
30530,Canned Anchovies,Canned Foods,Food,8.55,3.762,3,Super Savers,USA,S,F,1,Partial High School,Normal,Professional,N,3,$70K - $90K,0,3,Just Right,2.85,10.1,7.1,1,1,9,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,In-Store Coupon,134.66
30531,Jams and Jellies,Baking Goods,Food,11.2,4.256,4,You Save Days,USA,M,M,5,Bachelors Degree,Golden,Management,N,4,$50K - $70K,5,4,BBB Best,2.8,7.54,4.53,0,1,6,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,TV,108.22
30532,Candy,Snacks,Food,10.8,3.78,5,Green Light Days,Mexico,S,F,3,Partial High School,Golden,Skilled Manual,Y,4,$30K - $50K,0,4,Atomic,2.16,17.5,15.5,0,1,32,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,Sunday Paper,92.57
30533,Electrical,Household,Non-Consumable,5.9,2.124,2,Dollar Cutters,USA,S,F,4,Bachelors Degree,Bronze,Management,N,1,$30K - $50K,0,1,Sunset,2.95,17.9,14.8,1,0,10,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,Street Handout,131.46
30534,Candles,Household,Non-Consumable,3.16,1.5484,2,Two for One,USA,M,M,3,Partial High School,Bronze,Manual,N,2,$30K - $50K,1,2,High Quality,1.58,9.85,7.85,0,0,5,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,"Daily Paper, Radio, TV",57.52
30535,Frozen Entrees,Frozen Foods,Food,3.33,1.2321,3,Super Duper Savers,Canada,M,F,2,Bachelors Degree,Bronze,Professional,Y,3,$50K - $70K,0,3,PigTail,1.11,18.4,16.3,1,0,17,Deluxe Supermarket,Vancouver,BC,23112,16418,4016,2678,1,1,1,1,1,"Daily Paper, Radio",60.87
30536,Vegetables,Produce,Food,10.92,5.3508,3,One Day Sale,USA,S,F,4,Partial High School,Normal,Manual,N,1,$10K - $30K,0,1,Tell Tale,3.64,8.35,6.35,0,1,4,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,"Daily Paper, Radio, TV",131.75
30537,Drinks,Beverages,Drink,3.7,1.554,2,Pick Your Savings,Mexico,M,F,3,Partial High School,Golden,Professional,Y,3,$70K - $90K,3,3,Excellent,1.85,9.26,7.26,0,1,22,Deluxe Supermarket,Hidalgo,Zacatecas,30584,21938,5188,3458,1,1,1,1,1,"Sunday Paper, Radio, TV",141.38
30538,Fruit,Produce,Food,7.28,2.912,4,Green Light Special,USA,S,M,0,Partial College,Bronze,Clerical,Y,3,$30K - $50K,0,3,Tri-State,1.82,21,20,1,0,19,Supermarket,Bremerton,WA,39696,24390,9184,6122,0,0,1,1,0,In-Store Coupon,123.02
30539,Canned Soup,Canned Foods,Food,3,0.99,2,Cash Register Lottery,USA,M,M,3,Partial College,Normal,Professional,Y,3,$90K - $110K,0,3,Just Right,1.5,17.2,15.2,0,0,2,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,"Daily Paper, Radio, TV",55.59
30540,Vegetables,Produce,Food,6.64,2.988,2,High Roller Savings,USA,M,M,2,High School Degree,Golden,Professional,Y,3,$150K +,2,3,High Top,3.32,16.1,14.1,0,1,3,Supermarket,Los Angeles,CA,23598,14210,5633,3755,0,0,0,0,1,Daily Paper,101.84
30541,Snack Foods,Snack Foods,Food,6.92,3.1832,4,Price Destroyers,USA,M,F,4,Bachelors Degree,Bronze,Professional,Y,3,$50K - $70K,0,3,Fort West,1.73,13.3,11.3,1,0,12,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,"Daily Paper, Radio",62.26
30542,Dairy,Dairy,Food,8.28,3.8088,3,Dollar Cutters,Mexico,M,M,1,High School Degree,Silver,Manual,N,2,$30K - $50K,1,2,Carlson,2.76,11.9,10.8,1,1,19,Mid-Size Grocery,Mexico City,DF,36509,22450,8435,5624,0,0,0,0,0,Radio,104.41
30543,Canned Soup,Canned Foods,Food,4.6,1.84,4,Green Light Days,USA,S,M,1,Partial College,Bronze,Professional,Y,2,$130K - $150K,0,2,Better,1.15,13.1,11.1,1,0,2,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Cash Register Handout,139.19
30544,Dairy,Dairy,Drink,6.9,2.277,3,Big Promo,Mexico,M,M,0,High School Degree,Bronze,Skilled Manual,Y,1,$30K - $50K,0,1,Carlson,2.3,19.4,17.3,0,0,31,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,"Sunday Paper, Radio",110.56
30545,Pure Juice Beverages,Beverages,Drink,1.83,0.549,3,Dimes Off,Mexico,S,M,4,Partial High School,Normal,Manual,N,2,$10K - $30K,0,2,Skinner,0.61,15.2,13.1,0,0,12,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,In-Store Coupon,90.77
30546,Snack Foods,Snack Foods,Food,7.89,2.4459,3,Big Promo,Mexico,S,F,2,Graduate Degree,Bronze,Professional,Y,2,$70K - $90K,0,2,Horatio,2.63,12.6,9.6,0,0,29,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,"Sunday Paper, Radio",110.56
30547,Baking Goods,Baking Goods,Food,7.04,2.5344,2,Price Slashers,USA,M,F,0,Partial High School,Bronze,Professional,N,2,$90K - $110K,0,2,CDR,3.52,21.4,19.3,1,0,8,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,"Sunday Paper, Radio, TV",100.44
30548,Jams and Jellies,Baking Goods,Food,4.05,1.62,3,Sales Galore,USA,S,F,5,Partial College,Bronze,Professional,N,3,$30K - $50K,0,3,Landslide,1.35,18.4,16.3,0,1,34,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,Bulk Mail,142.45
30549,Jams and Jellies,Baking Goods,Food,5.4,2.646,2,Super Wallet Savers,USA,M,M,1,Bachelors Degree,Bronze,Management,Y,2,$50K - $70K,0,2,BBB Best,2.7,21.2,18.2,0,0,30,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Cash Register Handout,140.19
30550,Fruit,Produce,Food,5.12,2.2528,2,I Cant Believe It Sale,USA,M,M,4,Partial High School,Bronze,Manual,Y,4,$30K - $50K,1,4,Hermanos,2.56,15,14,1,1,34,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,Product Attachment,69.47
30551,Hygiene,Health and Hygiene,Non-Consumable,4.28,1.8832,2,Two Day Sale,USA,S,F,0,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,2,Steady,2.14,8.89,5.89,0,0,26,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,Radio,91.28
30552,Candy,Snacks,Food,8.76,3.6792,3,Bye Bye Baby,USA,S,F,1,Partial College,Normal,Skilled Manual,Y,2,$30K - $50K,0,2,Musial,2.92,14.6,12.6,0,0,5,Supermarket,Los Angeles,CA,23598,14210,5633,3755,0,0,0,0,1,"Daily Paper, Radio, TV",58.16
30553,Electrical,Household,Non-Consumable,7.56,2.9484,4,Double Down Sale,USA,M,M,3,Partial High School,Normal,Manual,N,1,$10K - $30K,0,1,Cormorant,1.89,18,16,0,0,22,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,TV,95.74
30554,Vegetables,Canned Foods,Food,6.45,3.096,3,Big Promo,USA,S,F,4,High School Degree,Bronze,Manual,N,4,$30K - $50K,0,4,Just Right,2.15,18,16,0,1,23,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,Radio,98.52
30555,Pizza,Frozen Foods,Food,1.71,0.5301,3,Bye Bye Baby,Canada,S,M,4,Partial High School,Bronze,Manual,N,3,$30K - $50K,0,3,Imagine,0.57,16.9,14.8,1,1,16,Deluxe Supermarket,Vancouver,BC,23112,16418,4016,2678,1,1,1,1,1,Sunday Paper,138.18
